filename,class_name,disease_name,is_healthy,condition,width,height,aspect_ratio,total_pixels,file_size_bytes,file_size_kb,color_mode,file_format,file_extension,file_hash,is_valid_image_ext,is_corrupt,file_size_category,resolution_category
20108.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,21653,21.15,RGB,JPEG,.jpg,2d8dc97ed892cab62a0e200cd3375fee,True,False,Large (20-30KB),Low (<100K px)
20116.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15248,14.89,RGB,JPEG,.jpg,12b16fca6c76442863dcb6f6b93d3b89,True,False,Small (10-15KB),Low (<100K px)
20117.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,19934,19.47,RGB,JPEG,.jpg,a35c2cfa0300ee54b2a606d2c4c70e9d,True,False,Medium (15-20KB),Low (<100K px)
20120.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,8182,7.99,RGB,JPEG,.jpg,b8dd7483b98172f8562dd1d75d842535,True,False,Very Small (<10KB),Low (<100K px)
20123.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,14059,13.73,RGB,JPEG,.jpg,17581db6b823f956fd3d666818da68ef,True,False,Small (10-15KB),Low (<100K px)
20129.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,10412,10.17,RGB,JPEG,.jpg,4b98aec6578eeaca681d392655d7fa70,True,False,Small (10-15KB),Low (<100K px)
20133.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15086,14.73,RGB,JPEG,.jpg,cca14fc627f75f8c625ecfd60fc15883,True,False,Small (10-15KB),Low (<100K px)
20134.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,21902,21.39,RGB,JPEG,.jpg,abe9e1a38fb6d5c84646b0d3a5d1bf6d,True,False,Large (20-30KB),Low (<100K px)
20136.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,20384,19.91,RGB,JPEG,.jpg,6a431e064036697d92613e806f7e238c,True,False,Medium (15-20KB),Low (<100K px)
20144.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,11003,10.75,RGB,JPEG,.jpg,c85b1848ad77fedfa2fad6fa63e2ffe0,True,False,Small (10-15KB),Low (<100K px)
20147.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,9693,9.47,RGB,JPEG,.jpg,acf3a66913412ae45d2bf548ada6bcfa,True,False,Very Small (<10KB),Low (<100K px)
20150.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,19088,18.64,RGB,JPEG,.jpg,169cde5c788146e6a38cfe574b4a0e26,True,False,Medium (15-20KB),Low (<100K px)
20151.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,22137,21.62,RGB,JPEG,.jpg,bd22d9926435757368db9b018775d176,True,False,Large (20-30KB),Low (<100K px)
20153.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,13032,12.73,RGB,JPEG,.jpg,419c2feacbea39a460714846417660f6,True,False,Small (10-15KB),Low (<100K px)
20154.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,10730,10.48,RGB,JPEG,.jpg,a6c46b512611d932d7fb02420211982f,True,False,Small (10-15KB),Low (<100K px)
20157.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15789,15.42,RGB,JPEG,.jpg,b67c0add501b0d3de2c0cb6d3c8b470f,True,False,Medium (15-20KB),Low (<100K px)
20159.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15465,15.1,RGB,JPEG,.jpg,3fb886789613bdc24516d66ba85f790e,True,False,Medium (15-20KB),Low (<100K px)
20160.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,11562,11.29,RGB,JPEG,.jpg,fbcac44ed9f6d2afafb37e109f89fd94,True,False,Small (10-15KB),Low (<100K px)
20166.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,12415,12.12,RGB,JPEG,.jpg,bd095fcd842c4227403338ff04b064dc,True,False,Small (10-15KB),Low (<100K px)
20173.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,22266,21.74,RGB,JPEG,.jpg,50e76a544c23c979fe58768e387984ef,True,False,Large (20-30KB),Low (<100K px)
20174.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15982,15.61,RGB,JPEG,.jpg,cf0748a919fe0f6025dbc6b749db79bd,True,False,Medium (15-20KB),Low (<100K px)
20175.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,18900,18.46,RGB,JPEG,.jpg,6132fe2f905b657bd81bc2bd84262012,True,False,Medium (15-20KB),Low (<100K px)
20176.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,11207,10.94,RGB,JPEG,.jpg,a8aa0e066d031876397502eb3bb13db4,True,False,Small (10-15KB),Low (<100K px)
20181.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,18339,17.91,RGB,JPEG,.jpg,1454447c03a4ff93ebdaa73c754332cf,True,False,Medium (15-20KB),Low (<100K px)
20189.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,10108,9.87,RGB,JPEG,.jpg,f4df116326416b5df418b070a4fd952e,True,False,Very Small (<10KB),Low (<100K px)
20225.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,20950,20.46,RGB,JPEG,.jpg,5e1beaa7b6232841639bf1aa4e7b152f,True,False,Large (20-30KB),Low (<100K px)
20226.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,10196,9.96,RGB,JPEG,.jpg,4ee01f527382b9bc5c9b4ba6f501f8e8,True,False,Very Small (<10KB),Low (<100K px)
20229.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,21563,21.06,RGB,JPEG,.jpg,8cc7fd800a1b15b0a5b36369da4fd190,True,False,Large (20-30KB),Low (<100K px)
20232.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,7353,7.18,RGB,JPEG,.jpg,6d3994c1739020c6d3b3990fe42d4e1d,True,False,Very Small (<10KB),Low (<100K px)
20242.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,22040,21.52,RGB,JPEG,.jpg,ab98b437cf4b158494074de57da55c8c,True,False,Large (20-30KB),Low (<100K px)
20252.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,22198,21.68,RGB,JPEG,.jpg,5e67e53b1a196aea4ef3ae2d0e5ab527,True,False,Large (20-30KB),Low (<100K px)
20260.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,22646,22.12,RGB,JPEG,.jpg,bbfd991fcde835fa8a07ef507d360156,True,False,Large (20-30KB),Low (<100K px)
20261.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,23421,22.87,RGB,JPEG,.jpg,0639510784481363ecbb732f4b4e76b0,True,False,Large (20-30KB),Low (<100K px)
20271.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,14446,14.11,RGB,JPEG,.jpg,f21e4cd20e0393b2bf86ac7a7e1f5821,True,False,Small (10-15KB),Low (<100K px)
20274.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,17158,16.76,RGB,JPEG,.jpg,4c11e7d4d2a13943422867d7719c4006,True,False,Medium (15-20KB),Low (<100K px)
20276.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,9595,9.37,RGB,JPEG,.jpg,7e6260b5d91a339e5960d63275a867ad,True,False,Very Small (<10KB),Low (<100K px)
20277.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,14897,14.55,RGB,JPEG,.jpg,431bd210ef0feada0155191d7c39f38f,True,False,Small (10-15KB),Low (<100K px)
20282.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,12517,12.22,RGB,JPEG,.jpg,4a4d1ef0bcd1e8dcca62c70ecc66533d,True,False,Small (10-15KB),Low (<100K px)
20288.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,19187,18.74,RGB,JPEG,.jpg,39504388d54c4b33808575717812b28f,True,False,Medium (15-20KB),Low (<100K px)
20299.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,21022,20.53,RGB,JPEG,.jpg,6a83ec1edc452e704766009a8698d653,True,False,Large (20-30KB),Low (<100K px)
20304.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,17640,17.23,RGB,JPEG,.jpg,4d801c7c240b5b4cb75d463a15ecfe00,True,False,Medium (15-20KB),Low (<100K px)
20306.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,23801,23.24,RGB,JPEG,.jpg,4c9c9c610bd933097b2878f8aa0933bb,True,False,Large (20-30KB),Low (<100K px)
20311.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,19621,19.16,RGB,JPEG,.jpg,bca001a4b7d0c688c8ecba1cc6f9e42f,True,False,Medium (15-20KB),Low (<100K px)
20314.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,11329,11.06,RGB,JPEG,.jpg,665367e8c68f5bc67a455ed01213ac90,True,False,Small (10-15KB),Low (<100K px)
20315.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,23072,22.53,RGB,JPEG,.jpg,078250ad9403020ecf1544cd4c64f6dd,True,False,Large (20-30KB),Low (<100K px)
20319.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,22102,21.58,RGB,JPEG,.jpg,bf4bcd99f80015a37000a4334bc20b32,True,False,Large (20-30KB),Low (<100K px)
20320.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,14620,14.28,RGB,JPEG,.jpg,3821f057c26a9e5746abce1b655dfe9e,True,False,Small (10-15KB),Low (<100K px)
20322.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,23429,22.88,RGB,JPEG,.jpg,254acd0868e77d83decd97b917a3a207,True,False,Large (20-30KB),Low (<100K px)
20327.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,13579,13.26,RGB,JPEG,.jpg,364673b178ca542e66a88915fe072bb3,True,False,Small (10-15KB),Low (<100K px)
20328.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15995,15.62,RGB,JPEG,.jpg,6148bf6d1b0a10c9127724a4ff7a5572,True,False,Medium (15-20KB),Low (<100K px)
20330.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,20022,19.55,RGB,JPEG,.jpg,7fb91043a51131316bc12d58cb03c350,True,False,Medium (15-20KB),Low (<100K px)
20334.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15813,15.44,RGB,JPEG,.jpg,84bd3333276560a4586406bf907783f8,True,False,Medium (15-20KB),Low (<100K px)
20356.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,9331,9.11,RGB,JPEG,.jpg,c5dd2a66cb034c761620a5c919f777ab,True,False,Very Small (<10KB),Low (<100K px)
20358.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15426,15.06,RGB,JPEG,.jpg,361696023c102eae42e334af6dfac6cb,True,False,Medium (15-20KB),Low (<100K px)
20363.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,7921,7.74,RGB,JPEG,.jpg,b0b336ddea608ed26c58604804275737,True,False,Very Small (<10KB),Low (<100K px)
20378.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,19041,18.59,RGB,JPEG,.jpg,01c9ab83f71ec758b33494938bf7aa11,True,False,Medium (15-20KB),Low (<100K px)
20379.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,11380,11.11,RGB,JPEG,.jpg,56f7a4478ec9348d2f257279e98f04ce,True,False,Small (10-15KB),Low (<100K px)
20384.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,21688,21.18,RGB,JPEG,.jpg,287726a5ade4b2ba6f0bc9e4759bf11d,True,False,Large (20-30KB),Low (<100K px)
20397.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15494,15.13,RGB,JPEG,.jpg,078783d22feba065e153bb6f37e38621,True,False,Medium (15-20KB),Low (<100K px)
20398.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,13251,12.94,RGB,JPEG,.jpg,5d1cd68a024d1fd4be73073e77b90b8e,True,False,Small (10-15KB),Low (<100K px)
20400.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,20351,19.87,RGB,JPEG,.jpg,73369c33ee33b6fdb08fca4e1311e8a9,True,False,Medium (15-20KB),Low (<100K px)
20401.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,17964,17.54,RGB,JPEG,.jpg,8c63327d983529b9636cdb20e0d0e197,True,False,Medium (15-20KB),Low (<100K px)
20411.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,20818,20.33,RGB,JPEG,.jpg,34dc416878cce3ff81a0887d6b34ec92,True,False,Large (20-30KB),Low (<100K px)
20416.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,16964,16.57,RGB,JPEG,.jpg,b9bcb75decd06963151e4acc45fd287d,True,False,Medium (15-20KB),Low (<100K px)
20427.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15373,15.01,RGB,JPEG,.jpg,b2df5d2eaf693c61903c5ddb725e9090,True,False,Medium (15-20KB),Low (<100K px)
20435.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15213,14.86,RGB,JPEG,.jpg,aafbd761b34352529de5ecd3fef0ee68,True,False,Small (10-15KB),Low (<100K px)
20438.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,17203,16.8,RGB,JPEG,.jpg,6937e7ddd954476f719c131f49ab3068,True,False,Medium (15-20KB),Low (<100K px)
20439.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,16972,16.57,RGB,JPEG,.jpg,ac208cf0fbec4c9f973092148f466297,True,False,Medium (15-20KB),Low (<100K px)
20443.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15819,15.45,RGB,JPEG,.jpg,d646f36c6ce976d213248452907a43ae,True,False,Medium (15-20KB),Low (<100K px)
20444.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,16781,16.39,RGB,JPEG,.jpg,31fa24e69a4970ee3b50a2e3c2af6a17,True,False,Medium (15-20KB),Low (<100K px)
20447.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,20697,20.21,RGB,JPEG,.jpg,f3b0a87500cb5d5d4ea197c2e9fa14b5,True,False,Large (20-30KB),Low (<100K px)
20448.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,13625,13.31,RGB,JPEG,.jpg,317647d3563d32559e3268c4dcb47434,True,False,Small (10-15KB),Low (<100K px)
20450.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,16373,15.99,RGB,JPEG,.jpg,f0e653851657ee3094d4f91607a7e5d0,True,False,Medium (15-20KB),Low (<100K px)
20455.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,10225,9.99,RGB,JPEG,.jpg,786ab36d588895b867a89bbe3a24dee6,True,False,Very Small (<10KB),Low (<100K px)
20479.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,21556,21.05,RGB,JPEG,.jpg,1ccbf4a0f30b1b3058b7216f037b2332,True,False,Large (20-30KB),Low (<100K px)
20485.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,22652,22.12,RGB,JPEG,.jpg,a3254e9b4659315e4a695603e3301cd3,True,False,Large (20-30KB),Low (<100K px)
20497.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,9771,9.54,RGB,JPEG,.jpg,79bdaae425a469c01093115d96c7f102,True,False,Very Small (<10KB),Low (<100K px)
20502.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,22326,21.8,RGB,JPEG,.jpg,ce96a4c92fab032ba212bf047043c7cc,True,False,Large (20-30KB),Low (<100K px)
20510.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,20609,20.13,RGB,JPEG,.jpg,1ade93a4b2c2e9be36fc365c1c96ddb0,True,False,Large (20-30KB),Low (<100K px)
20512.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,11458,11.19,RGB,JPEG,.jpg,a8b9dc5cb7d5221117ba7c90420e2b7b,True,False,Small (10-15KB),Low (<100K px)
20522.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15133,14.78,RGB,JPEG,.jpg,a2717a27d06eb8ebc07cc8f88c42f4a7,True,False,Small (10-15KB),Low (<100K px)
20528.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,12644,12.35,RGB,JPEG,.jpg,aa27819e3b33cd42cfc69afe1093fdd7,True,False,Small (10-15KB),Low (<100K px)
20533.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,18776,18.34,RGB,JPEG,.jpg,08fb50cb01d18f417ddfa69eab530136,True,False,Medium (15-20KB),Low (<100K px)
20544.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,22584,22.05,RGB,JPEG,.jpg,f41dc7a40da3aac5b2871c22573d1569,True,False,Large (20-30KB),Low (<100K px)
20545.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,14677,14.33,RGB,JPEG,.jpg,4fde1626d64b4e6629f91d067cf1ed94,True,False,Small (10-15KB),Low (<100K px)
20554.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,11476,11.21,RGB,JPEG,.jpg,a3f8b5ed8f45147bb477ecb9599255d9,True,False,Small (10-15KB),Low (<100K px)
20556.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,23116,22.57,RGB,JPEG,.jpg,0a885a64df65c746913af69449b2d349,True,False,Large (20-30KB),Low (<100K px)
20559.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,9490,9.27,RGB,JPEG,.jpg,0b3f3a68e85cf5d20902f50d7e61a198,True,False,Very Small (<10KB),Low (<100K px)
20563.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15862,15.49,RGB,JPEG,.jpg,ded1d298a669b350f944c13b8b0d7698,True,False,Medium (15-20KB),Low (<100K px)
20565.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,8964,8.75,RGB,JPEG,.jpg,4e8a2842310ad4819e5e0ae4dc890575,True,False,Very Small (<10KB),Low (<100K px)
20568.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,21573,21.07,RGB,JPEG,.jpg,db8503965d3d311b349dd364ab3836bd,True,False,Large (20-30KB),Low (<100K px)
20575.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15613,15.25,RGB,JPEG,.jpg,09b09c03a822f6faa9aed4cbaff82504,True,False,Medium (15-20KB),Low (<100K px)
20577.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15250,14.89,RGB,JPEG,.jpg,374ff4791b0536c36b13d9983b300182,True,False,Small (10-15KB),Low (<100K px)
20582.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,22695,22.16,RGB,JPEG,.jpg,c85502ea8ca18470066d1ea48d74d703,True,False,Large (20-30KB),Low (<100K px)
20584.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,7787,7.6,RGB,JPEG,.jpg,079ddc1f073bb4b724a880d569d6dd58,True,False,Very Small (<10KB),Low (<100K px)
20585.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,13765,13.44,RGB,JPEG,.jpg,eb6ff078c7bfa8bb993baf2b1e08a6da,True,False,Small (10-15KB),Low (<100K px)
20589.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,13042,12.74,RGB,JPEG,.jpg,3e371257ed85abca65ff760266fad6ee,True,False,Small (10-15KB),Low (<100K px)
20590.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,19003,18.56,RGB,JPEG,.jpg,a25bafc6a76b1870b096dd94fcae8a47,True,False,Medium (15-20KB),Low (<100K px)
20596.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,22435,21.91,RGB,JPEG,.jpg,b53a2f2eb2eb22395ef7b6fe472097c4,True,False,Large (20-30KB),Low (<100K px)
20599.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,8211,8.02,RGB,JPEG,.jpg,50fa5872929ebd3752f56f83376c7b99,True,False,Very Small (<10KB),Low (<100K px)
20605.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15405,15.04,RGB,JPEG,.jpg,16c549b444031a23ed69b35775a179c1,True,False,Medium (15-20KB),Low (<100K px)
20608.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,13077,12.77,RGB,JPEG,.jpg,b271eeafb94db02ee6c0e3f90a04b803,True,False,Small (10-15KB),Low (<100K px)
20612.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,8586,8.38,RGB,JPEG,.jpg,29913f70ecf0e3422a44341376032999,True,False,Very Small (<10KB),Low (<100K px)
20613.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15386,15.03,RGB,JPEG,.jpg,e48f17f0f31d9602ca639f91a191986a,True,False,Medium (15-20KB),Low (<100K px)
20617.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15048,14.7,RGB,JPEG,.jpg,9738aca37f32cd73f3a34f77e22da42d,True,False,Small (10-15KB),Low (<100K px)
20619.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,23046,22.51,RGB,JPEG,.jpg,ee68109aaba2f698a61ac5bd24568c1b,True,False,Large (20-30KB),Low (<100K px)
20620.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,22164,21.64,RGB,JPEG,.jpg,9d713ba3fe034009b417e67279f50621,True,False,Large (20-30KB),Low (<100K px)
20626.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,14222,13.89,RGB,JPEG,.jpg,9acef492f4641f0aec01f9de7f826c71,True,False,Small (10-15KB),Low (<100K px)
20627.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15900,15.53,RGB,JPEG,.jpg,0297c6ebc54c02cbde28eada7f63f6d1,True,False,Medium (15-20KB),Low (<100K px)
20638.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,20541,20.06,RGB,JPEG,.jpg,6c06e8def6c69dc36e1c279f9f6a38d0,True,False,Large (20-30KB),Low (<100K px)
20643.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,14794,14.45,RGB,JPEG,.jpg,0cae04db1e7db62a04e62e0590b6ac6f,True,False,Small (10-15KB),Low (<100K px)
20650.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,19441,18.99,RGB,JPEG,.jpg,3f580ac2aa0478e3d131572759804a37,True,False,Medium (15-20KB),Low (<100K px)
20651.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,11389,11.12,RGB,JPEG,.jpg,8d33ec3f2bf6715f3f8d10b8f91a7577,True,False,Small (10-15KB),Low (<100K px)
20655.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,15714,15.35,RGB,JPEG,.jpg,d663e95f37205eba8ea970bb2479932e,True,False,Medium (15-20KB),Low (<100K px)
20657.jpg,Non_tomato,Non Tomato,False,Non Tomato,150,150,1.0,22500,16271,15.89,RGB,JPEG,.jpg,a6bf8dacab40e3ab7a19c93745878b7d,True,False,Medium (15-20KB),Low (<100K px)
